ID,TopConfigs
tile:xla:15b5fa7228c41027de7ff2b131827982,5;9;22;21;105
tile:xla:d80e888a384ce369b4f69f5d10e100f1,5891;2835;4808;1617;3780
tile:xla:45a9d8170b391eb6e711d1862215785d,220;29;17;404;333
tile:xla:16b302030606136527dc215d11aa3ef0,184;59;8;23;55
tile:xla:2d8bb967a9788d9974f99f4ad76d31f4,889;61;872;293;1251
tile:xla:339fe05532b959b6b33856aede53e3ab,1779;872;1718;1088;2764
tile:xla:acf2a9dd57dcf87bc7c219c016cdc476,351;546;78;247;855
tile:xla:420730b7437fde812543d5e2c8ebef70,5;2;3;21;51
tile:xla:2929ae3ce1a85b76c4188a50f10a6dca,188;433;1149;325;254
tile:xla:ca7d53ef4fe48767c43440b030983536,1073;40;281;530;2156
tile:xla:a3b933c13198ac7aa69c06c39d2441bb,93;36;70;146;29
tile:xla:2141d6ff34b7cd9537ec49e666a60d46,736;1044;1065;898;683
tile:xla:cd27888d0f3364546bf6341d20ba47ac,144;158;39;112;55
tile:xla:9f96ec16f6a1e1ab92f7fc38e4e59b39,76;99;119;173;375
tile:xla:41eb55c0421f885199800092c533eac4,196;130;145;150;183
tile:xla:3001fa1de02dc4c132ec994af6178408,15;104;159;193;216
tile:xla:cae813078db0ec3d1e670dfd79461978,60;200;110;238;132
tile:xla:eefda5999f3cb151023fd6e3ca579f5b,331;502;826;1527;82
tile:xla:10a02953356f912fd0a6f4be23b9dd9e,107;335;352;421;524
tile:xla:40c6586114c95bf25d4aed4fe33fc291,1171;3000;2261;2216;9841
tile:xla:9f559c21d3f2905ca17296b973614532,841;899;618;1520;1192
tile:xla:dad59ea6c5963340aa6f1c9a66a6fe16,13;16;12;14;4
tile:xla:f8f064ce8a887082ee1f4e23e3a99279,7675;9457;9598;772;7183
tile:xla:9a9bf922b7be5e80717ce19167207638,38;41;44;146;159
tile:xla:c857310ce70be940aec46dc2e64f7e0c,66;262;352;271;202
tile:xla:b44fad89ffe878b16a8b6f27e1c3ea1f,143;67;375;76;85
tile:xla:53b5e34ab8d8237f014b323c963c97d8,644;1223;157;301;67
tile:xla:d29208d29e13f0e16104486a9dbc71f9,4081;2146;2433;4202;2768
tile:xla:66a267cac5cf4becd1fc0df3f8785c70,117;61;39;69;125
tile:xla:1f91d93655c0d754e398b7403cb878cc,6841;5481;3357;6793;3085
tile:xla:37823950c3cc2fa78a1d415dcde302f7,69;90;158;115;133
tile:xla:ed419099218a75da4326930bb8f51bf8,148;389;57;471;221
tile:xla:3c2b65a74ad712740c167a90c512d133,58;44;92;75;91
tile:xla:71dfaa04cb384fc35c15b7fbb5ff3b28,416;846;440;486;291
tile:xla:25e50768df16d7c711a7bd7769b3f72e,566;67;200;268;353
tile:xla:215d0ceb8cd572eda0939f909256fef9,1043;689;955;559;444
tile:xla:4bd05535dddd6a7ed2ca31dd93ba6c28,805;80;89;133;174
tile:xla:d4e5815854c11719ea914bf791c94fea,956;1582;209;1282;1487
tile:xla:029880c396f26948e1afbeed8cef9359,272;41;43;144;152
tile:xla:d6f5f54247bd1e58a10b9e7062c636ab,0;1;2;3;4
tile:xla:22cfd3bbcc292b0b285731af630f74b7,55;427;30;473;443
tile:xla:aa2ab2ba25c2fca961dd190168b425bc,3494;5988;6249;6854;4781
tile:xla:005c91ca7a50fffc663678fd44316f04,21;208;288;368;376
tile:xla:78c9fe9ec99292e30ca5b702246cb3dc,688;1282;284;482;559
tile:xla:e3a655daa38e34ec240df959b650ac16,1290;513;822;866;118
tile:xla:dc5a6fa7e56de7efa5a682d05f32b31c,0;1;2;3;4
tile:xla:9b7b974f6dc09c4457068c900e2fa3a0,5;7;13;29;9
tile:xla:4ed38e9ba18d48c50f4bc9b515e479bf,2;4;0;1;3
tile:xla:3a925546ff94d8052242692d4412c807,972;817;1136;1295;550
tile:xla:8601bdb4ef02109048214e58a9b57ca1,485;80;713;527;859
tile:xla:87b16d293340f40b777d57189bed44d5,86;588;508;1005;369
tile:xla:d45a74a4bed2974edcec64568d02c1b8,778;1020;1131;683;1054
tile:xla:724dbd338923da4d9fa688d5b19a66fc,574;1431;949;133;589
tile:xla:dfbb3d29f1f25805acfcfd3517fd1b01,549;2224;4795;4014;2274
tile:xla:80752138b09d7b37f2a194323e45cfa6,8;636;1255;1402;714
tile:xla:02c3fb6c0fe263318106bd86942c9ba7,6886;8458;2647;6863;900
tile:xla:fa2924f2808becc73fd27d298d16fb18,34;149;266;287;329
tile:xla:af07cb670053b70eeceb38332264e164,28;27;19;14;9
tile:xla:104b674432f698be9d1164c5abd6db75,1454;1284;70;219;302
tile:xla:80e5fa5a237a05bcfe4bebd0a2859772,68;443;586;615;130
tile:xla:fe91ecfc5176e4dea4cec619beb19aeb,183;188;91;228;138
tile:xla:9055b70355bc18f07e0594828c1d39e8,404;238;400;495;1013
tile:xla:5099fc8482a1b436873cf68191ca61d5,498;3670;2695;5147;4938
tile:xla:31509abc20054f2608a099f62f126e3b,46;5;35;32;41
tile:xla:3c885673e325cec6d51a33c558b5047e,65;50;98;8;62
tile:xla:d3641f84acf005e7ac6e76237b78962d,2937;3109;390;998;1963
tile:xla:c65647c4099f73119530bbb0dc75be0a,55;458;880;354;844
tile:xla:b5101376526cb241adfaba41f4063be9,487;590;160;51;36
tile:xla:b6c31deaf5153f25a6a3143f12f165cb,41;52;58;62;68
tile:xla:ea535c45858fc6a6d144c7aee1286764,118;44;70;43;115
tile:xla:97fa518eac5aa56d856a44b79d5f3b29,6514;1456;328;2061;4244
tile:xla:76ef2fcd3969ac4f706875e6793f1832,945;344;754;162;910
tile:xla:ad0aa866d2490b504afdcc09b9020ff4,171;239;595;621;703
tile:xla:48e5c6e8c63cb16061fc6425790992a6,7786;2561;6357;4773;5816
tile:xla:ac3e48c340756d24d8881e1688f1160c,21;33;50;55;20
tile:xla:7800d40d6660fd702f5c3aa4d10efe3c,1125;855;1161;1235;333
tile:xla:05c0abccd28e57709cb7398bb0b70bf9,7443;769;73;3659;4982
tile:xla:b61b50a643904f4fd8186bdff541e3cf,0;2;1;0;0
tile:xla:d16f006bee2cfda57b60072e08322c59,72;68;15;31;58
tile:xla:fcc32743d600c2d1a5df0f3a7ec3a525,498;1113;525;218;272
tile:xla:6cc921dcaee6fb44ddfd22c127a2bf62,277;110;544;498;551
tile:xla:6000f82146e4a847c0616961c33ecdbf,137;77;106;7;4
tile:xla:4c900b8b85348c80fde7f52d2d6f8f64,660;277;671;782;34
tile:xla:5963426e950e9885f1c162016794eefe,50;53;87;94;61
tile:xla:3f8fb71e1de25d5d709c1a540a2505bc,357;215;151;122;360
tile:xla:46768e3945d6234b7a7ec55fad96a5b3,170;179;175;36;4
tile:xla:3f23db7272243cb90ae5da2e5b52a999,3;14;28;23;17
tile:xla:daf825f7ad5126a9e17b80c78d824ddb,315;405;758;655;208
tile:xla:e82c46ac21a9c8210bd36c3ee920583a,1;4;0;3;2
tile:xla:b4a2f8653d184c1f918e3be701e8021d,0;7;25;56;28
tile:xla:eb3e9ebf19409c5a229a279855e53710,219;173;65;110;243
tile:xla:703d190d3e84c55690b8a4526bad1447,113;93;161;83;3
tile:xla:48729b1dbf5ba6831f9e3dc526a254ec,817;123;157;264;318
tile:xla:18799e8fd250d912738b05d04fe3512c,58;121;294;46;221
tile:xla:13bf46020490a2a812528dabd5a47823,659;663;405;807;828
tile:xla:3523b75f05aaecb8e8b7bdafea07103a,0;1;0;0;0
tile:xla:dc466422d51f4fe6c42d12c50d8dae25,69;75;43;10;13
tile:xla:4da35e3375be94038ec650417e3863e5,296;14;399;301;214
tile:xla:9ef6a7735eae7a5396773f0044bf1c62,1552;1018;1729;627;212
tile:xla:2b948525e1cdc87575c24f81882a72b0,929;293;349;383;519
tile:xla:dc00f764d094bd1bd0311882c2d7a06e,14;6;5;25;18
tile:xla:385de53086be47f29260a91fc1dd5a26,3792;3660;2263;70;3208
tile:xla:980d8931930aec54a406a9baaf858849,76;101;54;103;175
tile:xla:0fd5945bea27dee5d3e4ea7ccf012e06,652;1277;1375;2127;2172
tile:xla:9846acac50adb73e14290c9a37a5e1d7,776;831;1;0;446
tile:xla:8239a48be3ab50ef3b192dcb32c7d95c,87;52;43;50;55
tile:xla:c518d0dd8a323ba7feb6868bce3b657c,5;6;12;17;20
tile:xla:f998bc97fda70a6649e8b287df06291a,4725;1325;1743;3346;4282
tile:xla:d2eaf8a46bd1cee5196a3bceb87750de,128;129;29;7;98
tile:xla:0b1983055544b0277319cb706f11bf56,1;3;4;7;2
tile:xla:ef2e1646f7820ad91ce9159310ad225d,6;4;1;2;5
tile:xla:1179db33653909e17eddceb731a5d92a,115;164;140;450;263
tile:xla:d57c64790b1aa665dacb85b5c661844e,0;1;2;3;4
tile:xla:c9ba6a78caad380bf5a39eaf301c3b07,134;449;414;473;296
tile:xla:56dc01c1f720c42a53ae87e025c1592f,648;553;381;313;792
tile:xla:6f95ec3b0dd64b70b056449a4002411f,5197;4060;1445;7219;2247
tile:xla:5cd5140c3122cc64010552a22a2ac701,126;528;463;97;276
tile:xla:c014170031fd72d4c5f15bc3e9207770,63;90;59;1;26
tile:xla:675a12ea0315ded4fe1b6e607d5eec65,5;2;3;0;4
tile:xla:d0a69155b6340748c36724e4bfc34be3,641;151;159;215;236
tile:xla:5a734700b4dca3027b56011b01fd4f03,165;975;623;644;39
tile:xla:a2020b67702fea7fa42a26539196cc72,13;29;26;17;2
tile:xla:d704598eb9101cd14d352b4edd462155,16;39;40;21;23
tile:xla:e9c514d8ef4d0820ee3b22e218cd0cb4,229;313;685;841;1133
tile:xla:adec0b0972a34faf87d0976694b24fec,53;9;107;30;75
tile:xla:601666f1122b36dee0d070f703b0de1d,1;8;13;14;15
tile:xla:f7fee369f128c1b8c2e799f4302b7392,238;494;363;227;161
tile:xla:3e35461fd558ca6eb8822ee9d9dda24b,5;1;0;4;3
tile:xla:27e1a9c6fda09e05b9a9b121c4546276,275;201;263;396;405
tile:xla:4605a1d6581d313d5d6ab0a5ac5093a2,1759;833;213;1756;443
tile:xla:ab22752fd02dd600c4dc75b263420b01,107;162;138;31;188
tile:xla:cb6fcb7e4d191997196e1fed5bda237f,22;1075;187;283;304
tile:xla:8b7bd68b5416e1883feef95516347726,26;45;5;46;15
tile:xla:c66bd990791f6ba6515fbc517a061726,56;64;196;223;308
tile:xla:e8f82a9e2a1c0586cf3e9b919bec7df2,3022;6168;1972;1115;1243
tile:xla:1801aa06ea4a78e54823fdb1a2d33a59,2;1;0;0;0
tile:xla:f0cc34eae7ef21b29e393706f512379b,6;11;13;0;3
tile:xla:87ff523321ed668623ea825ea6572064,4010;286;4443;3086;1478
tile:xla:074af5318871232370543bf5bf2e991b,242;582;93;208;688
tile:xla:8de95aee9d9ac349c898999c6504fb00,293;300;4;146;342
tile:xla:9f1bf5d6db6cf725b7ffe5c2ea18fa3a,84;169;26;40;201
tile:xla:49c948f61e7a37b392b14235eeeb1d17,53;1;11;7;49
tile:xla:b101ad1302f3650f58e7344a420274cb,1;0;3;2;4
tile:xla:1d0cab7aafc06d8b6df5defad492b4a3,31;202;664;251;441
tile:xla:fb2c93a249ffc91d721d4b00812b75ae,134;2;72;97;78
tile:xla:2b9da949ecbbf9431ac72a16c9b003e8,298;684;663;328;651
tile:xla:ac34c84493ed8473ec872f70d611bcf7,641;2896;1205;2549;820
tile:xla:e67ae08f0e8d54d1a32ec54228d75607,0;1;2;0;0
tile:xla:cf6ece46750de6d8a4b4b40f27126117,1;3;2;4;5
tile:xla:0a3585c3e686065389227fa374175e48,239;599;70;122;215
tile:xla:2016aa7a199dcd51c50c51eb5dcad732,230;390;27;132;482
tile:xla:58dd679c6ff5cc227d913a3fc16fce06,11;17;29;40;13
tile:xla:0e7d77d9118d564df7ebd3bc61086e2b,428;99;35;696;701
tile:xla:3e6331b6420164c84b606b3dee4c3123,442;681;363;738;832
tile:xla:fd35ba82b26744c09b699fa80514beb6,3135;1368;1989;2823;1247
tile:xla:e7cb2308ebda53a05beade19d82d21fa,455;200;51;128;48
tile:xla:7d42e6878f8bd7c860bfc0d6bec40849,198;42;428;605;702
tile:xla:5c92563197727ecc80032a2c393b9c29,73;53;41;6;7
tile:xla:008730b43f100be7c2800d7cb89578a4,495;336;473;729;241
tile:xla:0abaea94d7b0a1c1f1b0bd23b73ce38c,41;3;26;21;45
tile:xla:12a232c7bb624792e902c3dfcd42b706,58;6;2;76;75
tile:xla:ced7300f8e92b02e455adcdd6a05e02e,74;59;4;11;12
tile:xla:8a9d73933bc5848476811a48783638e3,41;16;58;1;5
tile:xla:534ee5f13eab0f69bdcc4873f5088eb0,6;3;5;7;1
tile:xla:e92690fccc3e5f494d8188182254221e,2637;1828;1028;492;1096
tile:xla:e282f82561fbae8f7e12cdd4bb5f6295,651;61;405;1934;3125
tile:xla:6defd507783d75ffdecc3a04975f7d99,5;8;7;2;17
tile:xla:073c015cf2ebf91d3b4d94893da31a33,273;1004;890;406;196
tile:xla:31b4052a89507138fc06d82688461e00,149;6;116;151;176
tile:xla:061c41ae2ccda6b7e1fcecaafd5e2008,1024;840;101;205;439
tile:xla:c6f441991594e52cbc8c8bd43d599945,0;2;3;1;4
tile:xla:af936049d568cbb7490a750b0c070bc8,5;1;3;7;41
tile:xla:5026dd538c67cc120dd1903e1d444016,17;37;101;167;179
tile:xla:6647c87535c9d64a15a0da3c6319c517,522;51;469;14;120
tile:xla:af07e4d2bae8a0f60b49bcedba9037f7,46;113;284;239;135
tile:xla:e9dd8660b77d05e83592654fe8e6ce3d,1163;558;1033;1707;1781
tile:xla:0de02b077422c57c3282f04bdcae1fdf,78;52;50;11;26
tile:xla:d2e4b7f548f5000adabc414e8e5ede80,111;320;36;621;235
tile:xla:5469275134b357895c1dd3e2f98022f7,4108;2005;4874;528;3747
tile:xla:5821c1951326d22848e783d19df77fec,558;90;257;86;103
tile:xla:f9ab41405f357803c8a8b86f9c425824,12;25;6;27;41
tile:xla:9f52d6e5542686eb2a3df970aea81da0,128;107;61;132;87
tile:xla:c9cfe8c2d565c22b54476e118263db60,677;24;550;572;573
tile:xla:08cdfab1c86ecfe243bc7ed2065ca7b0,1175;811;133;1227;839
tile:xla:3ace3f1ec8c0887d9f732e56d8e20d39,52;15;70;5;56
tile:xla:5af063306312b5164db775c82b5df9af,5;0;4;1;2
tile:xla:1544612e369833deae23e81cd90cc5bf,85;50;76;8;24
tile:xla:b85fb3fc0b72d8c4b22df53babbebe29,182;70;120;178;193
tile:xla:e40851753deff6fae17ab961fc548750,924;635;558;258;796
tile:xla:6c9bd8fb6b9cb4d37202927553c95a33,18;19;14;8;12
tile:xla:67d829be0df6a19794899990485f3ff1,50;41;77;65;43
tile:xla:6d54cfa452720a1802eb9516679dae66,1;3;19;15;4
tile:xla:fb9d14bee5689193f0cb6055e01a5027,34;3;16;0;25
tile:xla:4a38e5e683f2ded9a2a5d2f0e6a3f724,2009;292;8437;5457;996
tile:xla:b142ffd634610ac01d92a047cf50fa65,96;21;63;78;92
tile:xla:d947947a1d917b9f8e413c7bbaee70d5,11;39;52;9;22
tile:xla:df49d98b451e1cb395d3ce4dbd9ed896,1133;277;27;489;520
tile:xla:0ac539372cc77cc6791794b369b984e1,550;561;732;752;1175
tile:xla:ec71383eb5a7236c74c76082e023648b,2598;9034;5959;7152;1247
tile:xla:8aba2fb1fe72f8966d52c3eb7d4ae409,138;598;123;57;64
tile:xla:6ec96ca52640832842b7bf32dfb43b5d,2;1;0;0;0
tile:xla:e57ea8e3b2e3a809b55703b719d28703,1507;2930;2881;2651;2126
tile:xla:2fe1177b4fdf6407758dd635fa90345e,4786;7212;7340;873;6903
tile:xla:5b84fc48a14f131f0bce503e401d7a81,2719;1556;163;279;434
tile:xla:fa61d920365de863e30b90083b675743,786;305;669;1153;492
tile:xla:80f0af315263383b7218281c2bc4ca80,5674;6096;486;886;6254
tile:xla:015cd725adcf2df7ec863bd1d9abf058,865;1072;1251;2150;2801
tile:xla:37b382fb5e57a2f41a4674fe8ba5941f,447;486;24;297;287
tile:xla:5b2ee86012f40413ab109039bc98b877,12;43;16;75;91
tile:xla:b24907bb44edf57384548d9059c8d82a,2;0;1;0;0
tile:xla:b09ca10a12dd0e864a63f3ebba4d60b0,19;50;736;968;537
tile:xla:cba478ffcacf650b0efd981ef5231f4a,185;135;162;125;7
tile:xla:530173f4d306349c2aec5e70a9b966bf,14;38;70;122;273
tile:xla:fbe543c9c2deba7b9ebd562ad3f12612,158;119;30;27;136
tile:xla:4a1d9f054c89c29b6ec14101ec66336c,23;39;84;30;26
tile:xla:77be4d38c417d776603d0b291b1fb2ad,71;1094;1183;16;844
tile:xla:746d001b150bede99731e62a85b7157e,1221;516;886;417;539
tile:xla:106cefc4a7230c15586f1ed457232c6d,392;640;2445;2473;3277
tile:xla:1e13513abb9d004724c907d93c838938,2727;5020;1452;4565;3314
tile:xla:c884d2e82eb54a11b3307bc86b935b28,27;49;108;199;205
tile:xla:fa22caf7b94c2c10a419f99cdd516bcd,184;216;146;84;150
tile:xla:8a12acaee378ef7c31fd4bf3e1035ec6,150;87;3;46;73
tile:xla:d0658f5d4ffe63d75b9974f1e407cc72,7890;2303;7457;7583;4296
tile:xla:17680ef6b07a04d302bfc3c71c4dc68d,21;135;61;79;46
tile:xla:cf4e8d1395820ad462a2688bf55ce519,219;42;259;192;87
tile:xla:de39ff36de57134c47734b558555ec3f,159;90;61;191;45
tile:xla:181083d8d0f89d13dd24cd26daaf7d0f,13;4;14;12;9
tile:xla:48ae3aa2b55fbc4fdc99e1825d5ee207,3075;1059;2907;2295;765
tile:xla:f30b753157e7f35f0d1a0bc218d2b7a1,42;97;55;5;11
tile:xla:2922e4cf939d053b4d1c2fa459628e83,8669;8138;2819;2454;8546
tile:xla:26f4205167717014b98b1f535649b412,1865;2438;2200;682;2527
tile:xla:7b8915f20079a496c241f7cb2ffad218,642;902;197;223;391
tile:xla:23b0858fd6f1d189ddf05507a2760d41,233;2427;2641;2763;4047
tile:xla:6ca696e19657efcd1b434b29473172fa,327;343;251;20;202
tile:xla:0a1c5dcfa9f1f4ebcc1282a1d1ca8ecb,0;1;2;3;4
tile:xla:b8dddaff79ecc1c67165ca66153d885d,46;35;108;127;42
tile:xla:e2edc5d52b48b62fe81a5e8f3c54b7e3,36;56;164;10;23
tile:xla:f0b21c8c29521840da93925abafe4c70,437;38;154;243;416
tile:xla:bcdf668600d72fca99a9140e6d0eea14,118;6;67;100;124
tile:xla:f8aeae02d3ad3910e4d31879e1790470,15;39;90;100;105
tile:xla:c07bdc0db6fab4f2daafe95f39153f77,53;464;319;469;606
tile:xla:9dafb4a352a430a02926dd7c9fe0b6cd,90;151;477;559;833
tile:xla:159061a0da97566cd04d0c51ee0efbbf,4406;3547;1575;70;5067
tile:xla:c8610f74e80e03de57a8f0dbd0ee1bbb,2072;2884;2675;3021;3043
tile:xla:f27400c02e0813fcdcf82ca170ad6c7c,15;74;189;243;719
tile:xla:e2c32ee7272e8d3a73a9188d73303b57,157;68;112;102;14
tile:xla:6302d2e2390c51d0dc34cc06861cd178,2744;5506;4581;398;6719
tile:xla:e7889a813951ddd55314d62b4fcb410a,767;837;656;269;97
tile:xla:b9f728775791fb7e622a847ef6c121c3,31;202;603;618;626
tile:xla:5c02e62c10e5b419257d5e197b86892a,60;8;54;68;18
tile:xla:b0086206e751b97cb30f917dbba2b290,1327;959;841;56;65
tile:xla:b925fc933ca916eafc9070efffea8cba,39;51;34;32;50
tile:xla:8ed2d58bfa93e8e89028647ea7e477a1,165;340;118;89;281
tile:xla:15f6904c770c8dc50d4359c664d95531,404;3;337;718;804
tile:xla:41e0ad0236cee53ef6d0e237d185c643,1161;1435;1537;2003;597
tile:xla:4aa7bd94d7cc5c14c4c5caf6081a3f33,330;154;180;119;284
tile:xla:b16cf8eb7fcabdece2eca493eb3625f1,5;0;4;3;1
tile:xla:f712e0a643b98b990ffa4e9e08af0613,60;20;67;18;76
tile:xla:b2f4973ab72d2b15cefd50009a0b692f,472;18;249;298;319
tile:xla:879a423d6077d92a49dc4cdd44be5a97,3;0;6;5;1
tile:xla:57aad5ff6faddea74fe8f2b9f926fd2a,28;56;140;27;139
tile:xla:893690634601b5ce7e5d5208479ea65d,141;147;162;164;68
tile:xla:bb2ae684154d4c02b00b7e61393381b6,0;2;1;0;0
tile:xla:8ae3bb439bc38a8297255ec37150bfe3,8540;1327;9820;740;7630
tile:xla:e879270aa942769b17c0a9c903e540ca,576;580;60;62;174
tile:xla:88c00cb7ff57b0bb40ff7822edb1a1ae,1185;5117;7539;1458;7213
tile:xla:6cf339737c41cb124660b9d5d74a09ae,246;165;108;660;709
tile:xla:6ed25f3ba90cf246ab3b9d637c70e61b,3063;6823;712;1507;1976
tile:xla:fbd38110f8322addc8d639fd00c127c6,1353;1371;3585;1646;1643
tile:xla:2ca047faf024cd52890090b35061c630,536;668;657;913;74
tile:xla:fd6d4b9c79726bb394fc034a59c9087d,41;54;12;10;42
tile:xla:04f395ae8566cd29ae6eb122b6480ba3,324;199;35;100;94
tile:xla:95c97d735de61a22ee477155ed93e3c6,2;4;1;5;3
tile:xla:44e66cef0f7628c9ef61bfb4319a6861,18;59;10;7;0
tile:xla:3e4fb155386cc9cca05a08972634dff3,113;78;79;70;24
tile:xla:726dc7966182c071b0dd3744c9d1ef1c,2976;71;1852;620;1623
tile:xla:3fe6a5ce0abbfa76178a482990816c25,27;37;211;424;651
tile:xla:1bb6b54121813753b66aa895680b5ba0,31;98;103;131;140
tile:xla:86bfc63a0b729035c831e8f570179b00,188;40;88;319;104
tile:xla:76236899a823991aa538186a4319ae0e,1256;535;1115;531;857
tile:xla:a08bad466e7b6dfe935e9ca736edd5a9,41;81;77;3;31
tile:xla:883ae7235453f0334b3e7840fe6ea8de,5;6;3;0;4
tile:xla:86182417f48077cf33c15ba9ea74ab45,86;48;58;133;16
tile:xla:443fff7e8e9e731ba17bcff0fc57d04b,8;20;14;6;4
tile:xla:b1666c3dc6fb81b84c92b980347ee66c,2;9;59;74;97
tile:xla:8ea39f55cabc476a27e1e30ab390a525,2;6;8;16;3
tile:xla:93050017eafe63d8b11641eb99fcbec2,834;1123;904;1118;1169
tile:xla:4dd6c6c39c99ba7570570a3871ca7fde,174;4;33;75;80
tile:xla:f877751a3d3fdb4290523d317e3eae49,15;89;93;114;111
tile:xla:1d49813c79679565b6dacf353eb674b0,594;708;339;889;399
tile:xla:f8c2c1a1098b2a361c26df668b286c87,12;84;40;27;69
tile:xla:47037df67e24913fc54f25f01a8e2df6,3737;4173;9308;5809;1529
tile:xla:e6d20793c14c87535c897bc1cf016ec1,12;3;1;4;8
tile:xla:82316a5d47cba9d4afa18175cca65721,45;13;49;71;31
tile:xla:402afcc7b0e8c3377fa21ec61b5d3514,13;39;50;109;96
tile:xla:54388445f50bf76e64193a67147efdea,4321;726;2324;2003;4985
tile:xla:934a554ba61f1414c5de6fc0a8d11807,413;36;302;177;88
tile:xla:5ff19f141bbd009a1ea0514bb7983e7b,9621;3059;9845;4193;8665
tile:xla:4d7086952c254ba4a1bcb2706b9b1552,3;1;2;0;0
tile:xla:457bb743842c5b401babaeee78282418,0;2;3;1;0
tile:xla:33eda9cb7d5c9cb6ed81fb2fc84f382f,3437;1154;2127;5353;3277
tile:xla:3cf4f8126788a988bb9447bdfffbdfa3,2993;228;667;700;876
tile:xla:0e6e4837cc6125e58e2afcf7e9804584,1425;234;94;130;1563
tile:xla:a1f78a087fa7c4a110d9cb96f3a7272a,15;0;2;14;35
tile:xla:e27be1eb9a7a95271d8b1f57b40d7f57,47;151;212;225;374
tile:xla:26c8bd665ec4ac25f8ece754e2992109,21;27;35;50;55
tile:xla:cae21bd1b9577d9036ccbf71763e9a6b,4005;3712;274;2062;4592
tile:xla:d83c54f1ddce07a9e62eca02272cf729,493;306;32;106;249
tile:xla:6971d171d410d5ef96e7ea1edfa07210,89;353;549;869;268
tile:xla:e3b94a3e5b091cf8c6a54563005d2791,42;5;87;60;32
tile:xla:0e1d33b1970552b377d424b806132711,1032;2449;384;1461;610
tile:xla:e751a80a29b63b06c0752c02e3d044d4,605;780;399;40;260
tile:xla:94e2e55ed352cf35e8a0ef24d873f238,9412;615;4306;9520;484
tile:xla:45325c485e11c6cadc4df8236141af74,766;575;959;166;429
tile:xla:1eab795ad5e7be839141208606810e42,235;130;88;135;108
tile:xla:1957d4e65406d44b9d8c9cb9a4d05183,3;2;1;5;0
tile:xla:b0a807279b5af4edefd0fd3cbf485239,27;112;5;85;106
tile:xla:98c7dea3cd583b24eed321d1c02f7739,225;155;15;24;27
tile:xla:4c96820970c77c4b5cd84c1faf3bc170,7;35;5;13;21
tile:xla:ef63277646f945ea7d6f31cc7993ee9a,90;156;191;221;390
tile:xla:922907c62f0d68f0da5ed5406543440c,126;9;77;43;83
tile:xla:844ad8a308c7d96b66b4da3b7f807feb,209;34;922;195;260
tile:xla:1f570416496f01801e0b6ff3be652f33,45;0;1;8;23
tile:xla:22a10fd1d8658e4948b2cd139ab7cceb,2198;4921;9346;8880;7550
tile:xla:c63223de16ff2c8a19868b127c73ea40,225;18;42;9;194
tile:xla:e6da51470c9da95b3792a2cb9026dd68,29;61;9;18;15
tile:xla:fe52756188d770ee661f69dcd2688142,91;8537;7370;259;2810
tile:xla:0afa527a7022415fda1dd69d11e908a4,158;69;164;210;230
tile:xla:fd3fa3d0a39c05343eeb8403562f20cc,6460;529;9250;1112;6224
tile:xla:ec600a2dfd408b7f367c14162eac289b,421;237;221;397;267
tile:xla:182d6b42dfdedbb2ba7d0f20e39e1827,4557;1198;4127;2958;642
tile:xla:045ce8fc9aee4ddf82c54c0067c8af5e,7965;4076;1198;1502;2214
tile:xla:369be89f87214cc9963f0940593d336d,818;24;985;31;518
tile:xla:f3a965b3486369fe88ea9f352bcba692,2;0;1;0;0
tile:xla:3f8bf25118c9ceab69e74e0f2f0dec72,385;281;159;302;305
tile:xla:df5c839218f280f2c600276141e5ef4a,1;3;0;2;4
tile:xla:f7df3bba3ef1fd06956de310cb82a4f3,594;113;140;179;374
tile:xla:6237836dc4672810d36a6679ebd67b99,489;537;777;183;747
tile:xla:af3301c408c3796f396d36ed9fc479f4,536;1475;1533;1648;2433
tile:xla:4793b9fc31d53950997b1669067f8658,824;492;55;630;369
tile:xla:c1c6537c52c72f6fc0b3f1bf736d6e50,8;7;4;5;1
tile:xla:b5ec50fb45dc65312dfdcc50784198b8,64;77;54;109;155
tile:xla:2ed25b05a071f287f9f1a04e2324e1b9,3;72;140;447;512
tile:xla:592804fb43b170db0dc9a5434f6d97d3,31;47;37;5;18
tile:xla:9ff11062d34fc188ea87b7085a3dc99d,127;91;37;39;1
tile:xla:b908ca9df7ef7ceacdf3ddb444e93d47,27;416;476;844;452
tile:xla:fd55c0e1e4e7167cffaed2937f702df0,0;1;4;3;2
tile:xla:bcecd96dc41e46e3e81fb183f33b1a20,0;420;1196;1031;633
tile:xla:41adfd6f3552a132299ad355e89c18ad,33;103;77;120;86
tile:xla:f42d6f5c66c860dd848846508965b9f4,351;1045;1174;1188;886
tile:xla:0070642211d5a98a16b94f4d7df229fe,813;254;577;189;805
tile:xla:870c76b8ff5fd535fb2f57b90c29a490,39;269;921;712;1192
tile:xla:dd9f44b4701d0b1474cd0b557bb44e7b,696;1268;794;1393;377
tile:xla:cfb9e98222495f86bb1ca7ce72c9188b,4579;4497;1117;3547;5048
tile:xla:c68309d96f81132a1f139bf8e5594146,516;18;75;105;137
tile:xla:9d52b2ca6de28f497f6a630e01b4d116,102;115;131;137;163
tile:xla:16c4e5535f133899e026d1b219af8574,144;645;68;158;432
tile:xla:483c2db1d9cabed6420f5a16168a54ba,2780;456;897;1948;3073
tile:xla:c7271b95855d13f6c769257eea20ee99,429;859;81;1317;220
